Entry example	Full entry name	Example tested	IsException	Usage Frequency	Note
A.t.r.	ATR (Atari Teenage Riot song)				http://dbpedia.org/resource/ATR_(Atari_Teenage_Riot_song)
A.t.r.	ATR: All Terrain Racing				http://dbpedia.org/resource/ATR:_All_Terrain_Racing
A.t.r.	ATR.1 certificate				http://dbpedia.org/resource/ATR.1_certificate
A.t.r.	ATR 42				http://dbpedia.org/resource/ATR_42
A.t.r.	ATR 72				http://dbpedia.org/resource/ATR_72
A.t.r.	Ataxia telangiectasia and Rad3 related				http://dbpedia.org/resource/Ataxia_telangiectasia_and_Rad3_related
A.t.r.	Advanced Test Reactor				http://dbpedia.org/resource/Advanced_Test_Reactor
A.t.r.	Automatic target recognition				http://dbpedia.org/resource/Automatic_target_recognition
A.t.r.	ATR (aircraft manufacturer)				http://dbpedia.org/resource/ATR_(aircraft_manufacturer)
A.t.s.	Alt.tv.simpsons				http://dbpedia.org/resource/A.t.s.
A.u.	American University				http://dbpedia.org/resource/American_University
A.u.	Au (mobile phone company)				http://dbpedia.org/resource/Au_(mobile_phone_company)
A.u.	Aurora University				http://dbpedia.org/resource/Aurora_University
A.u.	University of Auckland				http://dbpedia.org/resource/University_of_Auckland
A.u.	Atomic units				http://dbpedia.org/resource/Atomic_units
A.u.	Academy of Learning				http://dbpedia.org/resource/Academy_of_Learning
A.u.	Ford AU Falcon				http://dbpedia.org/resource/Ford_AU_Falcon
A.u.	Athletic Union				http://dbpedia.org/resource/Athletic_Union
A.u.	Apollos University				http://dbpedia.org/resource/Apollos_University
A.u.	Âu Cơ				http://dbpedia.org/resource/%C3%82u_C%C6%A1
A.u.	African Union				http://dbpedia.org/resource/African_Union
A.u.	Au, Zurich				http://dbpedia.org/resource/Au,_Zurich
A.u.	.au				http://dbpedia.org/resource/.au
A.u.	Adobe Audition				http://dbpedia.org/resource/Adobe_Audition
A.u.	Astronomical unit				http://dbpedia.org/resource/Astronomical_unit
A.u.	Au am Rhein				http://dbpedia.org/resource/Au_am_Rhein
A.u.	Ab urbe condita				http://dbpedia.org/resource/Ab_urbe_condita
A.u.	Australia				http://dbpedia.org/resource/Australia
A.u.	Audio Units				http://dbpedia.org/resource/Audio_Units
A.u.	AU (band)				http://dbpedia.org/resource/AU_(band)
A.u.	Au, Vorarlberg				http://dbpedia.org/resource/Au,_Vorarlberg
A.u.	Au (Schwarzwald)				http://dbpedia.org/resource/Au_(Schwarzwald)
A.u.	Au peninsula				http://dbpedia.org/resource/Au_peninsula
A.u.	Au am Leithaberge				http://dbpedia.org/resource/Au_am_Leithaberge
A.u.	Au in der Hallertau				http://dbpedia.org/resource/Au_in_der_Hallertau
A.u.	Ou (surname)				http://dbpedia.org/resource/Ou_(surname)
A.u.	Au (Munich)				http://dbpedia.org/resource/Au_(Munich)
A.u.	Aletheia University				http://dbpedia.org/resource/Aletheia_University
A.u.	Alternative universe (fan fiction)				http://dbpedia.org/resource/Alternative_universe_(fan_fiction)
A.u.	Air University				http://dbpedia.org/resource/Air_University
A.u.	Absorbance				http://dbpedia.org/resource/Absorbance
A.u.	Au (building)				http://dbpedia.org/resource/Au_(building)
A.u.	Aarhus University				http://dbpedia.org/resource/Aarhus_University
A.u.	Austral Líneas Aéreas				http://dbpedia.org/resource/Austral_L%C3%ADneas_A%C3%A9reas
A.u.	Aberystwyth University				http://dbpedia.org/resource/Aberystwyth_University
A.u.	Adelphi University				http://dbpedia.org/resource/Adelphi_University
A.u.	Algoma University				http://dbpedia.org/resource/Algoma_University
A.u.	Allahabad University				http://dbpedia.org/resource/Allahabad_University
A.u.	Anaheim University				http://dbpedia.org/resource/Anaheim_University
A.u.	Anderson University (Indiana)				http://dbpedia.org/resource/Anderson_University_(Indiana)
A.u.	Andrews University				http://dbpedia.org/resource/Andrews_University
A.u.	Antioch University				http://dbpedia.org/resource/Antioch_University
A.u.	Arellano University				http://dbpedia.org/resource/Arellano_University
A.u.	Argosy University				http://dbpedia.org/resource/Argosy_University
A.u.	Anderson University (South Carolina)				http://dbpedia.org/resource/Anderson_University_(South_Carolina)
A.u.	Athabasca University				http://dbpedia.org/resource/Athabasca_University
A.u.	Auburn University				http://dbpedia.org/resource/Auburn_University
A.u.	Alternative Ulster				http://dbpedia.org/resource/Alternative_Ulster
A.u.	Americans United for Separation of Church and State				http://dbpedia.org/resource/Americans_United_for_Separation_of_Church_and_State
A.u.	Arbitrary unit				http://dbpedia.org/resource/Arbitrary_unit
A.u.	Au, St. Gallen				http://dbpedia.org/resource/Au,_St._Gallen
A.u.	Windows Update				http://dbpedia.org/resource/Windows_Update
A.u.	Au file format				http://dbpedia.org/resource/Au_file_format
A.u.	Alfred University				http://dbpedia.org/resource/Alfred_University
A.u.	Andhra University				http://dbpedia.org/resource/Andhra_University
A.u.	Au, Guinea				http://dbpedia.org/resource/Au,_Guinea
A.v.	AeroVironment				http://dbpedia.org/resource/AeroVironment
A.v.	Pornographic film				http://dbpedia.org/resource/Pornographic_film
A.v.	AV idol				http://dbpedia.org/resource/AV_idol
A.v.	Avianca				http://dbpedia.org/resource/Avianca
A.v.	Avaya				http://dbpedia.org/resource/Avaya
A.v.	Aston Villa F.C.				http://dbpedia.org/resource/Aston_Villa_F.C.
A.v.	Authorized King James Version				http://dbpedia.org/resource/Authorized_King_James_Version
A.v.	Province of Avellino				http://dbpedia.org/resource/Province_of_Avellino
A.v.	Instant-runoff voting				http://dbpedia.org/resource/Instant-runoff_voting
A.v.	Annular velocity				http://dbpedia.org/resource/Annular_velocity
A.v.	Audio and video connector				http://dbpedia.org/resource/Audio_and_video_connector
A.v.	Aviva				http://dbpedia.org/resource/Aviva
A.v.	Bavarian A V				http://dbpedia.org/resource/Bavarian_A_V
A.v.	Segmentation fault				http://dbpedia.org/resource/Segmentation_fault
A.v.	Apparent viscosity				http://dbpedia.org/resource/Apparent_viscosity
A.v.	Approval voting				http://dbpedia.org/resource/Approval_voting
A.v.	Audiovisual				http://dbpedia.org/resource/Audiovisual
A.v.	Av				http://dbpedia.org/resource/Av
A.v.	America Votes				http://dbpedia.org/resource/America_Votes
A.v.	AV (cyclecar)				http://dbpedia.org/resource/AV_(cyclecar)
A.v.	Antivirus software				http://dbpedia.org/resource/Antivirus_software
A.v.	Avar language				http://dbpedia.org/resource/Avar_language
A.v.	Aviation				http://dbpedia.org/resource/Aviation
A.v.	VDM Publishing				http://dbpedia.org/resource/VDM_Publishing
A.w.	AgustaWestland				http://dbpedia.org/resource/AgustaWestland
A.w.	AccuWeather				http://dbpedia.org/resource/AccuWeather
A.w.	Another World (TV series)				http://dbpedia.org/resource/Another_World_(TV_series)
A.w.	Armstrong Whitworth				http://dbpedia.org/resource/Armstrong_Whitworth
A.w.	Arsène Wenger				http://dbpedia.org/resource/Ars%C3%A8ne_Wenger
A.w.	Allied Waste Industries				http://dbpedia.org/resource/Allied_Waste_Industries
A.w.	Addison-Wesley				http://dbpedia.org/resource/Addison-Wesley
A.w.	Ou (surname)				http://dbpedia.org/resource/Ou_(surname)
A.w.	Ahnapee and Western Railway				http://dbpedia.org/resource/Ahnapee_and_Western_Railway
A.w.	Ibanez AW Series				http://dbpedia.org/resource/Ibanez_AW_Series
A.w.	Adjusted winner procedure				http://dbpedia.org/resource/Adjusted_winner_procedure
A.w.	Ahrweiler				http://dbpedia.org/resource/Ahrweiler
A.w.	Accel World				http://dbpedia.org/resource/Accel_World
A.w.	Active Worlds				http://dbpedia.org/resource/Active_Worlds
A.w.	Advance Wars				http://dbpedia.org/resource/Advance_Wars
A.w.	Africa World Airlines				http://dbpedia.org/resource/Africa_World_Airlines
A.w.	Altägyptisches Wörterbuch				http://dbpedia.org/resource/Alt%C3%A4gyptisches_W%C3%B6rterbuch
A.w.	Alan Wake				http://dbpedia.org/resource/Alan_Wake
A.w.	Aviation Warfare Systems Operator				http://dbpedia.org/resource/Aviation_Warfare_Systems_Operator
A.w.	Aviation Week & Space Technology				http://dbpedia.org/resource/Aviation_Week_&_Space_Technology
A.w.	Brian Jossie				http://dbpedia.org/resource/Brian_Jossie
A.w.	Accuracy International Arctic Warfare				http://dbpedia.org/resource/Accuracy_International_Arctic_Warfare
A.w.	.aw				http://dbpedia.org/resource/.aw
A.w.	Watt				http://dbpedia.org/resource/Watt
A.x.	Axe				http://dbpedia.org/resource/A.x.
A.y.	Ay, Marne				http://dbpedia.org/resource/Ay,_Marne
A.y.	General Instrument AY-3-8910				http://dbpedia.org/resource/General_Instrument_AY-3-8910
A.y.	Aylesbury				http://dbpedia.org/resource/Aylesbury
A.y.	Ay kingdom				http://dbpedia.org/resource/Ay_kingdom
A.y.	Karma (Tarkan album)				http://dbpedia.org/resource/Karma_(Tarkan_album)
A.y.	Ay				http://dbpedia.org/resource/Ay
A.y.	Yeliz Ay				http://dbpedia.org/resource/Yeliz_Ay
A.y.	Yes and no				http://dbpedia.org/resource/Yes_and_no
A.y.	Academic term				http://dbpedia.org/resource/Academic_term
A.y.	Aymara language				http://dbpedia.org/resource/Aymara_language
A.z.	AstraZeneca				http://dbpedia.org/resource/AstraZeneca
A.z.	Azimuth				http://dbpedia.org/resource/Azimuth
A.z.	Arizona				http://dbpedia.org/resource/Arizona
A.z.	AZ (football club)				http://dbpedia.org/resource/AZ_(football_club)
A.z.	Assignment Zero				http://dbpedia.org/resource/Assignment_Zero
A.z.	Authority Zero				http://dbpedia.org/resource/Authority_Zero
A.z.	AZ (label)				http://dbpedia.org/resource/AZ_(label)
A.z.	Az (people)				http://dbpedia.org/resource/Az_(people)
A.z.	AZ (women's football club)				http://dbpedia.org/resource/AZ_(women's_football_club)
A.z.	AZ (rapper)				http://dbpedia.org/resource/AZ_(rapper)
A.z.	.az				http://dbpedia.org/resource/.az
A.z.	Azerbaijani language				http://dbpedia.org/resource/Azerbaijani_language
A.z.	Azerbaijan				http://dbpedia.org/resource/Azerbaijan
AA.	Michel van der Aa				http://dbpedia.org/resource/Michel_van_der_Aa
AA.	NZR AA class				http://dbpedia.org/resource/NZR_AA_class
AA.	AA amyloidosis				http://dbpedia.org/resource/AA_amyloidosis
AA.	Amalgamated Association of Iron and Steel Workers				http://dbpedia.org/resource/Amalgamated_Association_of_Iron_and_Steel_Workers
AA.	Pieter van der Aa				http://dbpedia.org/resource/Pieter_van_der_Aa
AA.	Abampere				http://dbpedia.org/resource/Abampere
AA.	Cornelis van der Aa				http://dbpedia.org/resource/Cornelis_van_der_Aa
AA.	Philips van der Aa				http://dbpedia.org/resource/Philips_van_der_Aa
AA.	Antarctic Impulse Transient Antenna				http://dbpedia.org/resource/Antarctic_Impulse_Transient_Antenna
AA.	Abraham Jacob van der Aa				http://dbpedia.org/resource/Abraham_Jacob_van_der_Aa
AA.	Christianus Petrus Eliza Robidé van der Aa				http://dbpedia.org/resource/Christianus_Petrus_Eliza_Robid%C3%A9_van_der_Aa
AA.	Amplitude of accommodation				http://dbpedia.org/resource/Amplitude_of_accommodation
AA.	Alcoa				http://dbpedia.org/resource/Alcoa
AA.	American Association (19th century)				http://dbpedia.org/resource/American_Association_(19th_century)
AA.	Arachidonic acid				http://dbpedia.org/resource/Arachidonic_acid
AA.	Architects' Association of Denmark				http://dbpedia.org/resource/Architects'_Association_of_Denmark
AA.	Alcoholics Anonymous				http://dbpedia.org/resource/Alcoholics_Anonymous
AA.	Lava				http://dbpedia.org/resource/Lava
AA.	Amiga Advanced Graphics Architecture				http://dbpedia.org/resource/Amiga_Advanced_Graphics_Architecture
AA.	Aggregatibacter actinomycetemcomitans				http://dbpedia.org/resource/Aggregatibacter_actinomycetemcomitans
AA.	Terje Aa				http://dbpedia.org/resource/Terje_Aa
AA.	Associate degree				http://dbpedia.org/resource/Associate_degree
AA.	Aa (Big A Little a)				http://dbpedia.org/resource/Aa_(Big_A_Little_a)
AA.	Audio-Animatronics				http://dbpedia.org/resource/Audio-Animatronics
AA.	A∴A∴				http://dbpedia.org/resource/A%E2%88%B4A%E2%88%B4
AA.	AA battery				http://dbpedia.org/resource/AA_battery
AA.	Anti-aliasing filter				http://dbpedia.org/resource/Anti-aliasing_filter
AA.	American Airlines				http://dbpedia.org/resource/American_Airlines
AA.	AAAA				http://dbpedia.org/resource/AAAA
AA.	Aa.				http://dbpedia.org/resource/Aa.
AA.	The Automobile Association (Ireland)				http://dbpedia.org/resource/The_Automobile_Association_(Ireland)
AA.	Academia de Artes				http://dbpedia.org/resource/Academia_de_Artes
AA.	Atlas Autocode				http://dbpedia.org/resource/Atlas_Autocode
AA.	Aa (plant)				http://dbpedia.org/resource/Aa_(plant)
AA.	Aa, Estonia				http://dbpedia.org/resource/Aa,_Estonia
AA.	Anti-aircraft warfare				http://dbpedia.org/resource/Anti-aircraft_warfare
AA.	Name server				http://dbpedia.org/resource/Name_server
AA.	American Association (20th century)				http://dbpedia.org/resource/American_Association_(20th_century)
AA.	Andecha Astur				http://dbpedia.org/resource/Andecha_Astur
AA.	America's Army				http://dbpedia.org/resource/America's_Army
AA.	Anti-aliasing				http://dbpedia.org/resource/Anti-aliasing
AA.	Al Asad Airbase				http://dbpedia.org/resource/Al_Asad_Airbase
AA.	Abhisamayalankara				http://dbpedia.org/resource/Abhisamayalankara
AA.	Dirk van der Aa				http://dbpedia.org/resource/Dirk_van_der_Aa
AA.	American Association of Independent Professional Baseball				http://dbpedia.org/resource/American_Association_of_Independent_Professional_Baseball
AA.	Petrus van der Aa				http://dbpedia.org/resource/Petrus_van_der_Aa
AA.	Aa (architect)				http://dbpedia.org/resource/Aa_(architect)
AA.	Ancient Anguish				http://dbpedia.org/resource/Ancient_Anguish
AA.	Assumptionists				http://dbpedia.org/resource/Assumptionists
AA.	AAA				http://dbpedia.org/resource/AAA
AA.	Aa River				http://dbpedia.org/resource/Aa_River
AA.	Athletics Australia				http://dbpedia.org/resource/Athletics_Australia
AA.	Ann Arbor Railroad				http://dbpedia.org/resource/Ann_Arbor_Railroad
AA.	Automobile Association				http://dbpedia.org/resource/Automobile_Association
AA.	AA postulate				http://dbpedia.org/resource/AA_postulate
AA.	Brynjar Aa				http://dbpedia.org/resource/Brynjar_Aa
AA.	Alvesta Alternative				http://dbpedia.org/resource/Alvesta_Alternative
AA.	Aa!				http://dbpedia.org/resource/Aa!
AA.	The Automobile Association				http://dbpedia.org/resource/The_Automobile_Association
AA.	Architectural Association School of Architecture				http://dbpedia.org/resource/Architectural_Association_School_of_Architecture
AA.	Asian Aerospace				http://dbpedia.org/resource/Asian_Aerospace
AA.	New Zealand Automobile Association				http://dbpedia.org/resource/New_Zealand_Automobile_Association
AA.	Van der Aa				http://dbpedia.org/resource/Van_der_Aa
AA.	Asociación Alumni				http://dbpedia.org/resource/Asociaci%C3%B3n_Alumni
AB.	Anheuser-Busch				http://dbpedia.org/resource/Anheuser-Busch
AB.	Able-bodied				http://dbpedia.org/resource/Able-bodied
AB.	Anzab-e Olya				http://dbpedia.org/resource/Anzab-e_Olya
AB.	Ab (Semitic)				http://dbpedia.org/resource/Ab_(Semitic)
AB.	Alberta				http://dbpedia.org/resource/Alberta
AB.	Antibody				http://dbpedia.org/resource/Antibody
AB.	Rectus abdominis muscle				http://dbpedia.org/resource/Rectus_abdominis_muscle
AB.	Ancient Egyptian concept of the soul				http://dbpedia.org/resource/Ancient_Egyptian_concept_of_the_soul
AB.	Able seaman (rank)				http://dbpedia.org/resource/Able_seaman_(rank)
AB.	Abkhaz language				http://dbpedia.org/resource/Abkhaz_language
AB.	Albania				http://dbpedia.org/resource/Albania
AB.	Air Berlin				http://dbpedia.org/resource/Air_Berlin
AB.	At bat				http://dbpedia.org/resource/At_bat
AB.	Akademisk Boldklub				http://dbpedia.org/resource/Akademisk_Boldklub
AB.	AllianceBernstein				http://dbpedia.org/resource/AllianceBernstein
AB.	Category of abelian groups				http://dbpedia.org/resource/Category_of_abelian_groups
AB.	ApacheBench				http://dbpedia.org/resource/ApacheBench
AB.	AB postcode area				http://dbpedia.org/resource/AB_postcode_area
AB.	Alter Bridge				http://dbpedia.org/resource/Alter_Bridge
AB.	Alderson–Broaddus College				http://dbpedia.org/resource/Alderson%E2%80%93Broaddus_College
AB.	AB de Villiers				http://dbpedia.org/resource/AB_de_Villiers
AB.	Bollandist				http://dbpedia.org/resource/Bollandist
AB.	Allan Border				http://dbpedia.org/resource/Allan_Border
AB.	Aryan Brotherhood				http://dbpedia.org/resource/Aryan_Brotherhood
AB.	Alfa-Beta Vassilopoulos				http://dbpedia.org/resource/Alfa-Beta_Vassilopoulos
AB.	Biograph Company				http://dbpedia.org/resource/Biograph_Company
AB.	Airman Basic				http://dbpedia.org/resource/Airman_Basic
AB.	Aktiebolag				http://dbpedia.org/resource/Aktiebolag
AB.	ABO blood group system				http://dbpedia.org/resource/ABO_blood_group_system
AB.	Able seaman				http://dbpedia.org/resource/Able_seaman
AB.	Aitareya Brahmana				http://dbpedia.org/resource/Aitareya_Brahmana
AB.	Bill (law)				http://dbpedia.org/resource/Bill_(law)
AB.	Answerbag				http://dbpedia.org/resource/Answerbag
AB.	Afrikaner Broederbond				http://dbpedia.org/resource/Afrikaner_Broederbond
AB.	Ancienne Belgique				http://dbpedia.org/resource/Ancienne_Belgique
AB.	Allen-Bradley				http://dbpedia.org/resource/Allen-Bradley
ABBR.	Abbreviation				http://dbpedia.org/resource/ABBR.
AD.	Anno Domini				http://dbpedia.org/resource/AD.
ADULT.	Adult (band)				http://dbpedia.org/resource/ADULT.
AN.O.VA.	Analysis of variance				http://dbpedia.org/resource/AN.O.VA.
APT.	Jerome Apt				http://dbpedia.org/resource/Jerome_Apt
APT.	Apt, Vaucluse				http://dbpedia.org/resource/Apt,_Vaucluse
APT.	Apt test				http://dbpedia.org/resource/Apt_test
APT.	APT				http://dbpedia.org/resource/APT
APT.	Apt Records				http://dbpedia.org/resource/Apt_Records
APT.	Apt. (album)				http://dbpedia.org/resource/Apt._(album)
APT.	Arrondissement of Apt				http://dbpedia.org/resource/Arrondissement_of_Apt
ATMP.	Advances in Theoretical and Mathematical Physics				http://dbpedia.org/resource/ATMP.
Aarons.	Aaron Aaronsohn				http://dbpedia.org/resource/Aarons.
Ab.	Anheuser-Busch				http://dbpedia.org/resource/Anheuser-Busch
Ab.	Able-bodied				http://dbpedia.org/resource/Able-bodied
Ab.	Anzab-e Olya				http://dbpedia.org/resource/Anzab-e_Olya
Ab.	Ab (Semitic)				http://dbpedia.org/resource/Ab_(Semitic)
Ab.	Alberta				http://dbpedia.org/resource/Alberta
Ab.	Antibody				http://dbpedia.org/resource/Antibody
